referencia,estado,municipio,quantidade
2016,MINAS GERAIS,RIBEIRAO DAS NEVES,1054.1399999999999
2016,BAHIA,CAMAMU,1.2
2016,MINAS GERAIS,CRUZILIA,118.06
2016,SANTA CATARINA,GAROPABA,2.1
2014,ESPIRITO SANTO,SOORETAMA,0.58
2020,SAO PAULO,MATAO,250535.35
2015,RIO DE JANEIRO,ITABORAI,14.559999999999999
2019,SAO PAULO,FERRAZ DE VASCONCELOS,17383.79
2017,TOCANTINS,COLINAS DO TOCANTINS,12.31
2016,SAO PAULO,PALMEIRA D'OESTE,0
2022,RIO GRANDE DO SUL,NOVO HAMBURGO,0
2018,PARANA,SAO JOAO,40.98
2013,MINAS GERAIS,SANTA VITORIA,3.5
2020,BAHIA,CAETITE,116.38000000000002
2013,RIO DE JANEIRO,MACAE,476479.12
2015,MINAS GERAIS,SANTA BARBARA DO MONTE VERDE,1
2018,PARANA,PRADO FERREIRA,52.26
2014,PARANA,INACIO MARTINS,21.49
2014,SANTA CATARINA,SAO JOSE DO CERRITO,1.07
2021,PARAIBA,CAAPORA,7173.960000000001
2016,MINAS GERAIS,IBIA,289.13
2017,SANTA CATARINA,ERVAL VELHO,0.01
2020,ALAGOAS,PALMEIRA DOS INDIOS,0.01
2014,BAHIA,BELMONTE,15.4
2020,SAO PAULO,IRACEMAPOLIS,213.97
2019,PARANA,JESUITAS,21.080000000000002
2020,PARA,PARAUAPEBAS,383.34
2017,CEARA,JAGUARIBE,2336.23
2017,SERGIPE,SAO CRISTOVAO,1.2
2018,SANTA CATARINA,TREZE TILIAS,323.28000000000003
2013,MINAS GERAIS,TEIXEIRAS,150
2022,PARANA,ARARUNA,38.28
2015,SANTA CATARINA,IPUMIRIM,180.14000000000001
2013,RIO GRANDE DO SUL,LAGOA VERMELHA,0.33
2016,MINAS GERAIS,JOSE RAYDAN,0.02
2013,MINAS GERAIS,IGARAPE,20.14
2017,SAO PAULO,ONDA VERDE,293.21000000000004
2021,MINAS GERAIS,BRUMADINHO,10.27
2020,TOCANTINS,PEDRO AFONSO,850.51
2021,MINAS GERAIS,TOLEDO,1.57
2013,MINAS GERAIS,EWBANK DA CAMARA,0.05
2019,PARANA,PAICANDU,106
2019,SANTA CATARINA,CAMPO ALEGRE,1440.77
2016,SANTA CATARINA,NOVA ITABERABA,712.9799999999999
2014,SAO PAULO,IBITINGA,0.05
2020,MINAS GERAIS,SANTA RITA DE JACUTINGA,60.01
2018,MATO GROSSO,ALTO ARAGUAIA,1254
2017,SAO PAULO,ARIRANHA,4636.06
2015,SAO PAULO,SALES,2
2014,PERNAMBUCO,CARNAIBA,2.99
2020,PERNAMBUCO,PAULISTA,129.3
2013,SERGIPE,ITABAIANINHA,12.11
2014,MINAS GERAIS,BURITIS,190.67
2017,MINAS GERAIS,PASSA QUATRO,12030.180000000004
2015,SAO PAULO,COLINA,2078.37
2018,SANTA CATARINA,CURITIBANOS,2443.32
2018,MINAS GERAIS,CATAS ALTAS,1.69
2014,SAO PAULO,ARACATUBA,89116.79000000005
2015,MINAS GERAIS,BRUMADINHO,689.29
2021,MINAS GERAIS,SAO GONCALO DO SAPUCAI,57.18
2014,PERNAMBUCO,SAO BENTO DO UNA,14688
2021,PARAIBA,ITAPORANGA,37.15
2016,MATO GROSSO DO SUL,BATAGUASSU,151.40999999999997
2016,PERNAMBUCO,RIO FORMOSO,0.02
2017,RIO GRANDE DO NORTE,CURRAIS NOVOS,161.99
2021,SANTA CATARINA,CAXAMBU DO SUL,1.8
2016,SANTA CATARINA,TAIO,116.28
2018,SAO PAULO,SAO CARLOS,23926.35
2016,RONDONIA,SERINGUEIRAS,457.01
2019,PARAIBA,GUARABIRA,15000204.670000002
2013,MINAS GERAIS,SENADOR MODESTINO GONCALVES,100349.67
2020,TOCANTINS,ALMAS,0.03
2020,MINAS GERAIS,SAO JOAO BATISTA DO GLORIA,0.01
2021,SAO PAULO,COROADOS,43
2013,SAO PAULO,AGUDOS,3644.06
2015,SAO PAULO,SANTA CLARA D'OESTE,0.5
2016,ESPIRITO SANTO,CARIACICA,600.36
2018,BAHIA,LAURO DE FREITAS,2.03
2018,PIAUI,URUCUI,193.78
2019,RIO GRANDE DO SUL,NOVA PALMA,6.4
2016,PARANA,CAMPINA GRANDE DO SUL,25.37
2020,SAO PAULO,BRODOWSKI,8.27
2018,TOCANTINS,COLINAS DO TOCANTINS,12.34
2019,MINAS GERAIS,CAMBUQUIRA,0.33
2015,RIO GRANDE DO SUL,PANTANO GRANDE,328.40000000000003
2017,RIO GRANDE DO SUL,ENCANTADO,8774.880000000001
2018,BAHIA,SANTO ESTEVAO,0.09999999999999999
2019,RIO DE JANEIRO,CANTAGALO,3938.65
2013,CEARA,ACARAPE,0.01
2018,MINAS GERAIS,NOVO CRUZEIRO,0.02
2020,ALAGOAS,PILAR,25.05
2021,BAHIA,MATA DE SAO JOAO,87.06
2017,PARANA,REALEZA,39.21
2020,GOIAS,VALPARAISO DE GOIAS,0.02
2015,MINAS GERAIS,PARAGUACU,94.39000000000001
2018,BAHIA,JAGUARIPE,7.77
2021,MARANHAO,ROSARIO,4905.990000000002
2017,MINAS GERAIS,OLIVEIRA,2.63
2016,MINAS GERAIS,SANTA RITA DE JACUTINGA,50
2013,SANTA CATARINA,LAURO MULLER,0.05
2018,RIO GRANDE DO SUL,VILA FLORES,0.02
2014,MATO GROSSO DO SUL,RIO BRILHANTE,15047.08
2021,MINAS GERAIS,CACHOEIRA DOURADA,4.33
2016,BAHIA,CANDEIAS,36959.36000000002
2017,CEARA,LIMOEIRO DO NORTE,34389.100000000006
2021,RIO GRANDE DO SUL,IVOTI,1274.32
2015,BAHIA,ALAGOINHAS,841.47
2016,TOCANTINS,PARAISO DO TOCANTINS,20818.059999999994
2013,MINAS GERAIS,ITAPECERICA,31.279999999999998
2013,AMAZONAS,HUMAITA,23
2017,TOCANTINS,ARAGUATINS,1
2020,PERNAMBUCO,GRANITO,0.95
2020,RIO GRANDE DO SUL,TUCUNDUVA,11.1
2014,MINAS GERAIS,LAGOA GRANDE,189
2022,SANTA CATARINA,SALETE,89.4
2019,SANTA CATARINA,BRACO DO NORTE,152.66000000000003
2020,ESPIRITO SANTO,MARILANDIA,3.37
2015,MINAS GERAIS,ITAPAGIPE,292.55999999999995
2018,MATO GROSSO DO SUL,CASSILANDIA,32.34
2013,PARANA,ENEAS MARQUES,5.18
2018,PIAUI,ILHA GRANDE,340
2014,PARANA,PARAISO DO NORTE,7.77
2020,RIO GRANDE DO SUL,CANDIOTA,14050.93
2015,RIO DE JANEIRO,NITEROI,44.32
2019,PARANA,ASTORGA,9.07
2021,PARANA,PRIMEIRO DE MAIO,0.5
2022,SANTA CATARINA,DONA EMMA,84.80000000000001
2016,GOIAS,SENADOR CANEDO,861.9300000000002
2016,BAHIA,MUCURI,4729
2014,RIO GRANDE DO SUL,SAO PEDRO DA SERRA,111.25
2019,MINAS GERAIS,CURVELO,559.67
2021,MINAS GERAIS,SAO SEBASTIAO DO OESTE,6428.45
2014,ESPIRITO SANTO,COLATINA,140.85999999999999
2020,MINAS GERAIS,GLAUCILANDIA,8
2015,SAO PAULO,PANORAMA,3.08
2020,BAHIA,CORDEIROS,3
2021,SERGIPE,UMBAUBA,0.01
2020,RIO GRANDE DO NORTE,GUAMARE,1835.41
2017,RIO GRANDE DO SUL,TAQUARUCU DO SUL,0.05
2019,MINAS GERAIS,BAMBUI,562.86
2018,MINAS GERAIS,CARANGOLA,37.019999999999996
2013,MINAS GERAIS,BOM JARDIM DE MINAS,26.48
2018,BAHIA,SANTALUZ,0
2020,SANTA CATARINA,BOTUVERA,1961.16
2020,BAHIA,CAMACARI,31482.029999999984
2021,MINAS GERAIS,CAPITOLIO,13.25
2021,MINAS GERAIS,PATROCINIO,97.21000000000001
2018,RIO GRANDE DO NORTE,PENDENCIAS,3888.28
2019,PARANA,QUEDAS DO IGUACU,13794.84
2014,GOIAS,PIRENOPOLIS,0
2016,RIO GRANDE DO SUL,ARROIO DO MEIO,1125.96
2019,SAO PAULO,CERQUEIRA CESAR,1291.92
2021,MINAS GERAIS,VARGEM GRANDE DO RIO PARDO,0.02
2021,SANTA CATARINA,BRACO DO TROMBUDO,0.1
2018,PIAUI,CABECEIRAS DO PIAUI,130
2013,SAO PAULO,GUARUJA,38.98999999999999
2021,SAO PAULO,PIRAPOZINHO,0.6000000000000001
2018,RIO GRANDE DO SUL,FELIZ,12.23
2019,BAHIA,BARROCAS,0.35
2021,SAO PAULO,SUZANO,5009.97
2014,GOIAS,SENADOR CANEDO,691.27
2018,SAO PAULO,JALES,9349.01
2013,PARAIBA,MAMANGUAPE,1461.31
2016,SAO PAULO,SANTA CLARA D'OESTE,0.5
2019,SAO PAULO,NOVA INDEPENDENCIA,669.1600000000001
2015,MINAS GERAIS,ITAMOGI,0.09
2018,PARAIBA,PAULISTA,96.7
2014,CEARA,QUIXADA,36.52
2019,AMAZONAS,RIO PRETO DA EVA,0.09
2015,MINAS GERAIS,PATROCINIO,41.620000000000005
2015,SAO PAULO,HOLAMBRA,0.03
2021,RIO GRANDE DO SUL,MATA,0.1
2018,PARANA,CANDIDO DE ABREU,4.28
2016,RIO GRANDE DO SUL,ARVOREZINHA,3.77
2018,RIO GRANDE DO SUL,PICADA CAFE,9.520000000000001
2017,MINAS GERAIS,BOM REPOUSO,0.5
2020,PARANA,BITURUNA,27.59
2019,GOIAS,PORTELANDIA,364.14
2019,SAO PAULO,QUEIROZ,10034.75
2020,RIO GRANDE DO SUL,TUPARENDI,22.299999999999997
2013,SAO PAULO,SAO JOSE DO RIO PRETO,1897.46
2021,SAO PAULO,PIRACICABA,16313.740000000002
2020,ESPIRITO SANTO,SERRA,159792.07000000004
2015,MINAS GERAIS,CORREGO FUNDO,8359.03
2014,MATO GROSSO DO SUL,FATIMA DO SUL,110
2020,SANTA CATARINA,GOVERNADOR CELSO RAMOS,0.5
2015,BAHIA,IACU,4.35
2014,RIO GRANDE DO SUL,HORIZONTINA,4.68
2013,SAO PAULO,IPEUNA,20.86
2019,MINAS GERAIS,HELIODORA,2
2017,RONDONIA,VILHENA,491.7
2017,SANTA CATARINA,RIO DO OESTE,1.84
2014,RIO GRANDE DO SUL,ERVAL GRANDE,0.5
2020,MINAS GERAIS,SAO THOME DAS LETRAS,1.5
2015,SANTA CATARINA,AURORA,24.619999999999997
2017,MINAS GERAIS,CABO VERDE,0.01
2019,MINAS GERAIS,CARAI,166.73
2016,MINAS GERAIS,SALTO DA DIVISA,0.62
2020,SAO PAULO,ITAPUI,10
2020,PARANA,BANDEIRANTES,491.12
2016,MATO GROSSO DO SUL,NAVIRAI,1779.1599999999999
2018,TOCANTINS,MIRACEMA DO TOCANTINS,0.02
2021,TOCANTINS,PARAISO DO TOCANTINS,1010.13
2019,PARANA,SENGES,3837.4700000000003
2015,SAO PAULO,PILAR DO SUL,0.45
2021,SANTA CATARINA,PRESIDENTE GETULIO,1081.71
2019,GOIAS,BARRO ALTO,5921.93
2015,RIO GRANDE DO SUL,CAPAO DO CIPO,0.01
2022,RIO DE JANEIRO,SAO GONCALO,0.25
2019,MATO GROSSO DO SUL,BATAGUASSU,218.60000000000002
2013,MINAS GERAIS,RIO POMBA,1.6900000000000002
2019,MATO GROSSO DO SUL,BODOQUENA,6500.74
2015,MINAS GERAIS,ALPINOPOLIS,0.6000000000000002
2018,MATO GROSSO,ARIPUANA,301.17
2016,MINAS GERAIS,PRESIDENTE BERNARDES,0.8
2015,MATO GROSSO,ALTO ARAGUAIA,3611.6
2016,RIO GRANDE DO SUL,SAPIRANGA,0.24
2017,MINAS GERAIS,POUSO ALTO,7.09
2019,AMAZONAS,IPIXUNA,1.08
2020,ESPIRITO SANTO,MANTENOPOLIS,5743.47
2018,SANTA CATARINA,SAO JOAO DO ITAPERIU,4.49
2021,MATO GROSSO DO SUL,APARECIDA DO TABOADO,2341.3999999999996
2017,PERNAMBUCO,BUENOS AIRES,8.68
2019,MINAS GERAIS,FRUTAL,1177.6
2019,RIO GRANDE DO NORTE,AREIA BRANCA,26.5
2017,RIO DE JANEIRO,ITATIAIA,488.55
2013,GOIAS,ITABERAI,0.32
2016,SANTA CATARINA,ITAJAI,1393.9799999999998
2018,MINAS GERAIS,ARAUJOS,108.21
2021,SAO PAULO,OCAUCU,1.2
2013,RIO GRANDE DO SUL,ELDORADO DO SUL,2661
2017,MINAS GERAIS,ITUIUTABA,1006.38
2013,MINAS GERAIS,PRESIDENTE BERNARDES,1
2013,SAO PAULO,CAIEIRAS,163.26
2021,MINAS GERAIS,LAGOA DA PRATA,2126.1800000000003
2019,MINAS GERAIS,BOM DESPACHO,143.31000000000003
2021,MATO GROSSO DO SUL,BATAYPORA,280.71000000000004
2021,SANTA CATARINA,SANTA TEREZINHA DO PROGRESSO,0.5
2017,MINAS GERAIS,NAZARENO,170.48
2020,ESPIRITO SANTO,SANTA LEOPOLDINA,5.51
2014,SAO PAULO,ARIRANHA,2080.51
2017,CEARA,AMONTADA,0.01
2020,RIO GRANDE DO SUL,MARQUES DE SOUZA,13.83
2020,MATO GROSSO DO SUL,COSTA RICA,1120.96
2018,MATO GROSSO,VILA BELA DA SANTISSIMA TRINDADE,644.51
2019,MINAS GERAIS,ANDRELANDIA,399.09000000000003
2014,MATO GROSSO DO SUL,SAO GABRIEL DO OESTE,15.12
2017,SAO PAULO,NOVA ODESSA,169.13
2021,RIO GRANDE DO NORTE,UPANEMA,0.03
2018,RIO DE JANEIRO,CASIMIRO DE ABREU,0.01
2016,SANTA CATARINA,SOMBRIO,57.559999999999995
2021,SAO PAULO,ALTINOPOLIS,0.1
2015,SAO PAULO,BARIRI,1202.08
2021,PARA,XINGUARA,1968.95
2021,MINAS GERAIS,MARTINHO CAMPOS,0.35
2016,SAO PAULO,PIEDADE,0
2013,SAO PAULO,BOITUVA,784.45
2013,RIO DE JANEIRO,PARAIBA DO SUL,0.1
2021,MATO GROSSO DO SUL,CAARAPO,2080.3
2020,PARA,NOVA IPIXUNA,0
2016,PARANA,ASTORGA,15.68
2020,SANTA CATARINA,PAULO LOPES,15.33
2018,PARANA,FERNANDES PINHEIRO,137.54000000000002
2020,SANTA CATARINA,ITAJAI,780.0100000000002
2018,BAHIA,BELMONTE,10.299999999999999
2018,PARANA,GUARAQUECABA,1.38
2017,MATO GROSSO,TERRA NOVA DO NORTE,1000
2015,PARANA,BANDEIRANTES,6655.23
2020,SANTA CATARINA,ERMO,5
2018,ESPIRITO SANTO,LINHARES,13187.519999999999
2021,MINAS GERAIS,ALEM PARAIBA,6.6
2015,PARA,SAO GERALDO DO ARAGUAIA,10
2020,MINAS GERAIS,JANUARIA,1122.59
2019,GOIAS,DIVINOPOLIS DE GOIAS,115.36
2018,SAO PAULO,ANALANDIA,15.01
2015,PARANA,ASSIS CHATEAUBRIAND,10
2013,PERNAMBUCO,PETROLINA,67.14
2017,PARANA,MAUA DA SERRA,292.3
2014,PARA,ORIXIMINA,624.8
2015,RIO GRANDE DO SUL,ERVAL SECO,0.05
2014,PARANA,RONDON,3963
2018,BAHIA,SANTO ANTONIO DE JESUS,0.08
2015,PARANA,IMBITUVA,831.4200000000001
2017,CEARA,MARANGUAPE,28.52
2016,TOCANTINS,ALVORADA,0.2
2018,CEARA,JAGUARIBE,1056.09
2016,SAO PAULO,BRODOWSKI,3.16
2013,SAO PAULO,ARACARIGUAMA,436.8500000000001
2014,RIO GRANDE DO NORTE,ACARI,2787.02
2019,SAO PAULO,DIRCE REIS,7.9
2013,SAO PAULO,PEDREIRA,38.31
2015,MATO GROSSO,DIAMANTINO,1237.69
2015,MINAS GERAIS,CURVELO,25.16
2021,MINAS GERAIS,NOVA MODICA,0.02
2017,SAO PAULO,PARAGUACU PAULISTA,1864.6599999999999
2018,MINAS GERAIS,TIROS,2.16
2020,SAO PAULO,REGINOPOLIS,0.01
2016,ESPIRITO SANTO,IBIRACU,0.3
2019,MARANHAO,CAXIAS,93.64000000000001
2016,SANTA CATARINA,ITAPIRANGA,1419.54
2014,MATO GROSSO DO SUL,NOVA ANDRADINA,3312.37
2017,SAO PAULO,FERNANDO PRESTES,75.44
2020,RIO GRANDE DO SUL,BALNEARIO PINHAL,146.62
2016,SAO PAULO,CANDIDO MOTA,28.63
2017,MINAS GERAIS,VESPASIANO,909.4900000000001
2016,MATO GROSSO DO SUL,CASSILANDIA,581.01
2021,SAO PAULO,SAO JOSE DO RIO PRETO,56.47
2016,MINAS GERAIS,DOURADOQUARA,163.68
2016,MARANHAO,TUTOIA,20
2020,PARANA,SANTA TEREZINHA DE ITAIPU,840.1
2016,RIO DE JANEIRO,PATY DO ALFERES,0.5
2020,MINAS GERAIS,BARROSO,850.1
2019,PARANA,TAMBOARA,11.16
2014,MARANHAO,SANTA INES,9
2020,ESPIRITO SANTO,ATILIO VIVACQUA,0.5
2019,SAO PAULO,BOA ESPERANCA DO SUL,20
2019,SAO PAULO,IPEUNA,3905.25
2018,SANTA CATARINA,SAO LUDGERO,85.95
2020,MINAS GERAIS,TAQUARACU DE MINAS,0.5
2021,SAO PAULO,UBARANA,377.42
2018,PARANA,NOVA LONDRINA,682.8
2018,PARANA,ROLANDIA,817.8399999999999
2017,SANTA CATARINA,ITAPIRANGA,2346.540000000001
2019,SAO PAULO,PONTAL,2748.08
2018,BAHIA,RIACHAO DAS NEVES,765.3
2015,PARANA,INDIANOPOLIS,117.65
2016,SAO PAULO,PEDRA BELA,0.59
2021,ESPIRITO SANTO,RIO NOVO DO SUL,127.90999999999998
2017,MINAS GERAIS,CONSELHEIRO PENA,2.3
2019,ESPIRITO SANTO,ARACRUZ,2584.21
2017,GOIAS,GOIATUBA,1727.37
2016,SAO PAULO,GUARA,0.7
2019,MINAS GERAIS,TAIOBEIRAS,94
2018,MINAS GERAIS,SANTA RITA DO SAPUCAI,198554.13999999998
2020,RIO GRANDE DO SUL,SERAFINA CORREA,42.67
2019,BAHIA,GUANAMBI,5.569999999999997
2014,TOCANTINS,SAO SALVADOR DO TOCANTINS,0.06
2021,RIO GRANDE DO SUL,BUTIA,92.75999999999999
2020,TOCANTINS,GURUPI,8175.83
2016,BAHIA,MARACAS,64582.67999999999
2015,SAO PAULO,CAMPOS DO JORDAO,1.92
2020,SAO PAULO,PARDINHO,1
2014,SANTA CATARINA,JACINTO MACHADO,208
2014,SAO PAULO,SAO ROQUE,0.01
2018,SANTA CATARINA,VIDAL RAMOS,3503.92
2014,SAO PAULO,DIADEMA,842.2300000000001
2018,SANTA CATARINA,URUSSANGA,124.63
2016,SANTA CATARINA,CRICIUMA,2024.85
2020,MINAS GERAIS,CAREACU,0.01
2021,PARAIBA,MASSARANDUBA,0.6
2015,RIO DE JANEIRO,QUISSAMA,12.6
2021,BAHIA,ITAPETINGA,130073.18000000001
2019,SAO PAULO,JUNQUEIROPOLIS,760.39
2019,SANTA CATARINA,NAVEGANTES,788.0799999999999
2016,RIO DE JANEIRO,ANGRA DOS REIS,0.56
2020,PARANA,PARANAGUA,3089.83
2020,BAHIA,CANARANA,218.65
2021,MATO GROSSO,ITIQUIRA,8.13
2018,TOCANTINS,PORTO NACIONAL,4.48
2013,SAO PAULO,GUARAREMA,52.2
2020,RIO GRANDE DO SUL,SANTA BARBARA DO SUL,0.02
2019,SAO PAULO,TABATINGA,16.2
2018,MINAS GERAIS,PAPAGAIOS,119.07000000000001
2013,SAO PAULO,SANDOVALINA,368.47
2016,ESPIRITO SANTO,VILA PAVAO,11.12
2021,SANTA CATARINA,TREZE TILIAS,535.32
2019,RIO GRANDE DO SUL,POUSO NOVO,1
2014,RIO GRANDE DO SUL,TUPARENDI,25.94
2018,RIO GRANDE DO SUL,VERA CRUZ,2.2
2016,PARA,ACARA,119.38
2020,MINAS GERAIS,CRUZILIA,1.16
2020,ESPIRITO SANTO,IRUPI,0.04
2017,SAO PAULO,VISTA ALEGRE DO ALTO,1612256.8
2021,SAO PAULO,MONTE ALEGRE DO SUL,0.77
2022,SAO PAULO,JUNDIAI,0
2019,SAO PAULO,LUTECIA,90
2016,RIO GRANDE DO SUL,JULIO DE CASTILHOS,6.6
2017,SAO PAULO,SANTA BARBARA D'OESTE,2830.3
2021,RIO GRANDE DO SUL,NOVA PETROPOLIS,321.93999999999994
2021,PARAIBA,LAGOA SECA,0.53
2019,MINAS GERAIS,CATAS ALTAS,61.4
2015,BAHIA,CAMPO FORMOSO,4642.33
2016,SAO PAULO,PIRACAIA,4829.18
2018,RIO GRANDE DO SUL,TAPEJARA,83.19000000000001
2016,BAHIA,GUANAMBI,1.4000000000000004
2019,MINAS GERAIS,TAPARUBA,0.02
2020,SAO PAULO,EMBU-GUACU,9.36
2016,SAO PAULO,UBIRAJARA,2500.05
2019,GOIAS,SANTA ROSA DE GOIAS,1
2016,PARANA,CAFELANDIA,3.6300000000000003
2016,PARANA,TAMBOARA,25.5
2018,RIO GRANDE DO SUL,ARARICA,1.2
2019,SAO PAULO,IEPE,9.08
2015,MINAS GERAIS,MATEUS LEME,531.9599999999999
2017,MINAS GERAIS,BERIZAL,0.04
2017,BAHIA,BELMONTE,2.2
2018,MATO GROSSO,JUSCIMEIRA,27.369999999999997
2019,MINAS GERAIS,LIBERDADE,5
2021,MINAS GERAIS,IMBE DE MINAS,1.4
2019,RONDONIA,ROLIM DE MOURA,13732.130000000001
2015,BAHIA,SANTA RITA DE CASSIA,0.1
2017,RIO GRANDE DO SUL,ESTACAO,17.59
2017,SANTA CATARINA,CORONEL FREITAS,84000
2021,MINAS GERAIS,ARAUJOS,0.01
2019,MARANHAO,AXIXA,0.8
2018,PERNAMBUCO,CAMARAGIBE,0.3
2013,SANTA CATARINA,APIUNA,405
2013,MATO GROSSO,CUIABA,5131.4900000000025
2015,GOIAS,BURITI ALEGRE,4.5600000000000005
2018,SAO PAULO,LINS,4182.610000000001
2015,ESPIRITO SANTO,VILA VELHA,210.59
2016,SANTA CATARINA,FORQUILHINHA,772.19
2020,RIO GRANDE DO SUL,SANTANA DO LIVRAMENTO,0.04
2014,SANTA CATARINA,COCAL DO SUL,247.21
2018,GOIAS,CACHOEIRA DOURADA,495.99
2016,BAHIA,CABACEIRAS DO PARAGUACU,0.5
2020,MINAS GERAIS,PAULA CANDIDO,1500
2020,SAO PAULO,CORDEIROPOLIS,64.51
2015,RIO GRANDE DO SUL,GETULIO VARGAS,0.02
2014,SAO PAULO,LINS,2449.75
2017,ALAGOAS,MARECHAL DEODORO,2005.61
2018,GOIAS,BURITI ALEGRE,89.84
2016,SAO PAULO,ITUPEVA,612.06
2016,SANTA CATARINA,SAO BENTO DO SUL,226.20999999999995
2015,SAO PAULO,ITU,12143.169999999998
2017,MINAS GERAIS,SANTANA DE CATAGUASES,0.16
2015,RIO DE JANEIRO,PETROPOLIS,42.98
2021,GOIAS,RIALMA,174750.68
2020,PARA,MOJU,121.07
2017,ALAGOAS,IGREJA NOVA,831.82
2020,SAO PAULO,MARACAI,1235.0700000000002
2021,MINAS GERAIS,SANTA RITA DE MINAS,5.680000000000001
2017,PARANA,BALSA NOVA,2216.4199999999996
2014,CEARA,BARBALHA,8.599999999999998
2015,SAO PAULO,LUCELIA,0.02
2018,RIO GRANDE DO SUL,CASCA,1.4
2015,SAO PAULO,PEDREIRA,35.480000000000004
2020,SAO PAULO,JANDIRA,10.39
2013,MINAS GERAIS,TURMALINA,1926.3700000000001
2016,MINAS GERAIS,RESSAQUINHA,19.97
2018,SANTA CATARINA,MORRO DA FUMACA,334749.9300000001
2020,MINAS GERAIS,SAO GONCALO DO PARA,20.590000000000003
2017,SANTA CATARINA,BIGUACU,14.44
2021,PERNAMBUCO,AFRANIO,11
2017,SAO PAULO,PONTAL,9309.86
2019,CEARA,GUAIUBA,17703.36
2013,ACRE,SENADOR GUIOMARD,1000
2015,SAO PAULO,HORTOLANDIA,442.53999999999996
2017,SAO PAULO,MOGI GUACU,249790.77000000002
2018,RIO GRANDE DO SUL,SAO LEOPOLDO,4467.57
2013,SAO PAULO,BERNARDINO DE CAMPOS,1
2014,MINAS GERAIS,ITABIRA,0.71
2021,PARA,BELTERRA,180
2018,TOCANTINS,SAO SEBASTIAO DO TOCANTINS,0.35
2015,PARAIBA,MULUNGU,51
2016,PERNAMBUCO,CABO DE SANTO AGOSTINHO,21976.73
2017,MATO GROSSO DO SUL,CASSILANDIA,712
2017,BAHIA,PIRITIBA,0.01
2019,SANTA CATARINA,SAO JOAO DO ITAPERIU,4.16
2017,CEARA,HORIZONTE,109512.04
2019,PARAIBA,ITAPORANGA,127.94999999999999
2018,CEARA,FRECHEIRINHA,79.07
2017,PARA,SAO DOMINGOS DO ARAGUAIA,0.01
2016,MINAS GERAIS,CAMANDUCAIA,3.19
2020,RIO DE JANEIRO,TRES RIOS,12.5
2021,RIO GRANDE DO SUL,CAICARA,0.03
2019,BAHIA,MEDEIROS NETO,426.86
2019,PARAIBA,JUNCO DO SERIDO,106.87
2021,MATO GROSSO DO SUL,RIO NEGRO,0.05
2020,SANTA CATARINA,CORONEL FREITAS,0.02
2019,MINAS GERAIS,PASSA QUATRO,11756.34
2019,MATO GROSSO,JANGADA,1.01
2015,PERNAMBUCO,VICENCIA,4927
2016,MATO GROSSO,PARANATINGA,61.31
2014,SAO PAULO,BORBOREMA,0.74
2021,MINAS GERAIS,MARMELOPOLIS,0.01
2019,MATO GROSSO,VARZEA GRANDE,68.07
2015,TOCANTINS,AUGUSTINOPOLIS,52
2018,MINAS GERAIS,MUNHOZ,11.72
2015,SAO PAULO,PEREIRA BARRETO,489.20000000000005
2017,MINAS GERAIS,MONTE SANTO DE MINAS,2
2013,TOCANTINS,PALMEIROPOLIS,154.61
2018,PERNAMBUCO,PESQUEIRA,0
2014,RIO GRANDE DO NORTE,CEARA-MIRIM,0.01
2014,SANTA CATARINA,LUIZ ALVES,2.4
2018,PARA,SAO DOMINGOS DO ARAGUAIA,0.01
2018,PARANA,UBIRATA,96.80000000000001
2014,SAO PAULO,NOVA CAMPINA,121.13
2016,PARANA,BOCAIUVA DO SUL,19.15
2017,MINAS GERAIS,SANTA ROSA DA SERRA,0.01
2017,GOIAS,VIANOPOLIS,29.439999999999998
2021,RIO DE JANEIRO,PINHEIRAL,170.17000000000002
2020,PARANA,CAMPO LARGO,385.53000000000003
2013,RIO GRANDE DO NORTE,MOSSORO,1393.9099999999999
2017,RIO GRANDE DO SUL,SALTO DO JACUI,0.5
2016,MINAS GERAIS,CAPINOPOLIS,2.01
2018,RIO GRANDE DO SUL,SANTA CRUZ DO SUL,803.02
2013,MINAS GERAIS,BOTELHOS,0.04
2017,SAO PAULO,AMERICO BRASILIENSE,1662.46
2019,RIO GRANDE DO SUL,GRAMADO,4.91
2015,ESPIRITO SANTO,SERRA,2218936.709999999
2014,CEARA,IBARETAMA,0.1
2018,BAHIA,PORTO SEGURO,700
2021,MATO GROSSO DO SUL,PONTA PORA,2119.34
2019,BAHIA,JUAZEIRO,14087.100000000002
2014,SAO PAULO,ARACARIGUAMA,222.08999999999995
2018,BAHIA,XIQUE-XIQUE,0.08
2021,BAHIA,ILHEUS,587.6700000000001
2015,PARANA,CORONEL DOMINGOS SOARES,32.69
2017,RIO GRANDE DO SUL,CACEQUI,1
2020,BAHIA,VITORIA DA CONQUISTA,521.93
2019,GOIAS,PIRANHAS,1.42
2021,TOCANTINS,PINDORAMA DO TOCANTINS,0.02
2019,SAO PAULO,PEREIRA BARRETO,832.95
2018,RIO GRANDE DO NORTE,CURRAIS NOVOS,4270406
2021,MINAS GERAIS,GUARANI,36.400000000000006
2016,SANTA CATARINA,PAULO LOPES,95.22
2020,MARANHAO,PASSAGEM FRANCA,1
2019,PARANA,COLOMBO,1904.58
2021,MINAS GERAIS,ATALEIA,0.060000000000000005
2013,MINAS GERAIS,SAO JOAO DO ORIENTE,0.18
